ticker	name	sector	cap	exchange
EWBC	East West Bancorp	금융	LargeCap	NASDAQ
INCY	인사이트 코퍼레이션	헬스케어	LargeCap	NASDAQ
ITCI	Intracellular Th	헬스케어	LargeCap	NASDAQ
LAMR	라마 어드벤티징 컴퍼니	부동산	LargeCap	NASDAQ
ESLT	Elbit Systems	산업	LargeCap	NASDAQ
POOL	Pool Corp	소비순환재	LargeCap	NASDAQ
CART	Maplebear	기술	LargeCap	NASDAQ
SAIA	Saia	산업	LargeCap	NASDAQ
VTRS	비아트리스	헬스케어	LargeCap	NASDAQ
PPC	Pilgrims Pride	필수소비재	LargeCap	NASDAQ
MRNA	모더나	헬스케어	LargeCap	NASDAQ
WIX	Wix.Com Ltd	기술	LargeCap	NASDAQ
BMRN	바이오마린	헬스케어	LargeCap	NASDAQ
NDSN	Nordson Corp	산업	LargeCap	NASDAQ
COKE	Coca-Cola Bott	필수소비재	LargeCap	NASDAQ
JKHY	잭 헨리 앤 어소시에이츠	기술	LargeCap	NASDAQ
PCTY	Paylocity Holdng	기술	LargeCap	NASDAQ
LECO	Lincoln Electric Holdings Inc	산업	LargeCap	NASDAQ
CRDO	Credo Technology Holding	기술	LargeCap	NASDAQ
CHRW	C.H.로빈슨	산업	LargeCap	NASDAQ
LBRDK	Liberty Broadband Srs C	소비순환재	LargeCap	NASDAQ
LBRDA	Liberty Broadband Srs A	소비순환재	LargeCap	NASDAQ
FTAI	FTAI Aviation	금융	LargeCap	NASDAQ
MANH	Manhattan Ass	기술	LargeCap	NASDAQ
NBIX	뉴로크린 바이오사이언시스	헬스케어	LargeCap	NASDAQ
HST	호스트 호텔 & 리조트	부동산	LargeCap	NASDAQ
TXRH	Texas Roadhouse	소비순환재	LargeCap	NASDAQ
CFLT	Confluent	기술	LargeCap	NASDAQ
MMYT	MakeMyTrip Ltd	소비순환재	LargeCap	NASDAQ
TLN	Talen Energy	유틸리티	LargeCap	NASDAQ
WWD	Woodward	산업	LargeCap	NASDAQ
GTLB	Gitlab	기술	LargeCap	NASDAQ
SWKS	스카이웍스 솔루션즈	기술	LargeCap	NASDAQ
AAL	아메리칸항공그룹	산업	LargeCap	NASDAQ
GLBE	글로벌 E 온라인	기술	LargeCap	NASDAQ
NBIS	Nebius NV	산업	LargeCap	NASDAQ
PCVX	백스사이트	헬스케어	LargeCap	NASDAQ
SEIC	SEI Investments	금융	LargeCap	NASDAQ
TECH	Bio-Techne	헬스케어	LargeCap	NASDAQ
MEDP	Medpace Holdings	헬스케어	LargeCap	NASDAQ
SRPT	사렙타 테라퓨틱스	헬스케어	LargeCap	NASDAQ
LKQ	LKQ	소비순환재	LargeCap	NASDAQ
DBX	Dropbox	기술	LargeCap	NASDAQ
AAPL	애플	기술	MegaCap	NASDAQ
NVDA	엔비디아	기술	MegaCap	NASDAQ
MSFT	마이크로소프트	기술	MegaCap	NASDAQ
AMZN	아마존닷컴	소비순환재	MegaCap	NASDAQ
GOOG	알파벳 C	기술	MegaCap	NASDAQ
GOOGL	알파벳 A	기술	MegaCap	NASDAQ
META	메타	기술	MegaCap	NASDAQ
TSLA	테슬라	소비순환재	MegaCap	NASDAQ
AVGO	브로드컴	기술	MegaCap	NASDAQ
COST	코스트코	소비순환재	MegaCap	NASDAQ
NFLX	넷플릭스	기술	MegaCap	NASDAQ
TMUS	티모바일	기술	MegaCap	NASDAQ
PLTR	팔란티어 테크	기술	MegaCap	NASDAQ
CSCO	시스코 시스템즈	기술	MegaCap	NASDAQ
ISRG	인튜이티브 서지컬	헬스케어	MegaCap	NASDAQ
ADBE	어도비 시스템즈	기술	MegaCap	NASDAQ
